id;Period;Data_value;Series_title_2
2675;2018.09;63196952;Credit
2676;2018.10;67325177;Credit
2677;2018.11;69387593;Credit
2678;2018.12;76246452;Credit
2679;2019.01;69356410;Credit
2680;2019.02;65906904;Credit
2681;2019.03;72548757;Credit
2682;2019.04;67312583;Credit
2683;2019.05;69226191;Credit
2684;2019.06;65297723;Credit
2685;2019.07;68270489;Credit
2686;2019.08;69467688;Credit
2687;2019.09;67695662;Credit
2688;2019.10;72996883;Credit
2689;2019.11;75486977;Credit
2690;2019.12;81640304;Credit
2691;2020.01;74482827;Credit
2692;2020.02;74439700;Credit
2693;2020.03;66248312;Credit
2694;2020.04;30432871;Credit
2695;2020.05;67908120;Credit
2696;2020.06;80102035;Credit
2697;2020.07;86674554;Credit
2698;2020.08;79068718;Credit
2699;2020.09;83334610;Credit
2700;2020.10;91553622;Credit
2701;2020.11;89881747;Credit
2702;2020.12;99038735;Credit
2703;2021.01;88297262;Credit
2704;2021.02;81271965;Credit
2705;2021.03;89635241;Credit
2706;2021.04;88877898;Credit
2707;2021.05;93019309;Credit
2708;2021.06;90226170;Credit
2709;2021.07;97092326;Credit
2710;2021.08;69071785;Credit
2711;2021.09;69464684;Credit
2712;2021.10;85704272;Credit
2713;2021.11;90862379;Credit
2714;2021.12;105281201;Credit
2715;2022.01;94894899;Credit
2716;2022.02;82243269;Credit
2717;2022.03;88800768;Credit
2718;2022.04;90535003;Credit
2719;2022.05;94645449;Credit
2720;2022.06;92273670;Credit
2721;2022.07;95888704;Credit
2722;2022.08;97056578;Credit
2723;2022.09;98415645;Credit
2724;2022.10;103587147;Credit
2725;2022.11;104619534;Credit
2726;2022.12;114495572;Credit
2727;2000.01;;Debit
2728;2000.02;;Debit
2729;2000.03;;Debit
2730;2000.04;;Debit
2731;2000.05;;Debit
2732;2000.06;;Debit
2733;2000.07;;Debit
2734;2000.08;;Debit
2735;2000.09;;Debit
2736;2000.10;;Debit
2737;2000.11;;Debit
2738;2000.12;;Debit
2739;2001.01;;Debit
2740;2001.02;;Debit
2741;2001.03;;Debit
2742;2001.04;;Debit
2743;2001.05;;Debit
2744;2001.06;;Debit
2745;2001.07;;Debit
2746;2001.08;;Debit
2747;2001.09;;Debit
2748;2001.10;;Debit
2749;2001.11;;Debit
2750;2001.12;;Debit
2751;2002.01;;Debit
2752;2002.02;;Debit
2753;2002.03;;Debit
2754;2002.04;;Debit
2755;2002.05;;Debit
2756;2002.06;;Debit
2757;2002.07;;Debit
2758;2002.08;;Debit
2759;2002.09;;Debit
2760;2002.10;39038420;Debit
2761;2002.11;38911771;Debit
2762;2002.12;43907358;Debit
2763;2003.01;38853493;Debit
2764;2003.02;36173632;Debit
2765;2003.03;40532110;Debit
2766;2003.04;39726248;Debit
2767;2003.05;41840340;Debit
2768;2003.06;39054440;Debit
2769;2003.07;41950775;Debit
2770;2003.08;42214939;Debit
2771;2003.09;40934626;Debit
2772;2003.10;43651136;Debit
2773;2003.11;42895779;Debit
2774;2003.12;48716663;Debit
2775;2004.01;43083375;Debit
2776;2004.02;40870341;Debit
2777;2004.03;44875910;Debit
2778;2004.04;44433513;Debit
2779;2004.05;45253122;Debit
2780;2004.06;43653528;Debit
2781;2004.07;46720153;Debit
2782;2004.08;45297133;Debit
2783;2004.09;45668882;Debit
2784;2004.10;47110816;Debit
2785;2004.11;47131111;Debit
2786;2004.12;53394533;Debit
2787;2005.01;46666236;Debit
2788;2005.02;44403807;Debit
2789;2005.03;49106390;Debit
2790;2005.04;48858498;Debit
2791;2005.05;48998434;Debit
2792;2005.06;48256085;Debit
2793;2005.07;50480687;Debit
2794;2005.08;50161642;Debit
2795;2005.09;50105062;Debit
2796;2005.10;51558604;Debit
2797;2005.11;51826598;Debit
2798;2005.12;58019636;Debit
2799;2006.01;50225263;Debit
2800;2006.02;47911924;Debit
2801;2006.03;54370326;Debit
2802;2006.04;51919913;Debit
2803;2006.05;53988011;Debit
2804;2006.06;52785666;Debit
2805;2006.07;54294767;Debit
2806;2006.08;54735393;Debit
2807;2006.09;54294792;Debit
2808;2006.10;55698588;Debit
2809;2006.11;56498212;Debit
2810;2006.12;63287863;Debit
2811;2007.01;55243092;Debit
2812;2007.02;53131805;Debit
2813;2007.03;60264545;Debit
2814;2007.04;56951352;Debit
2815;2007.05;60431650;Debit
2816;2007.06;58256290;Debit
2817;2007.07;59553150;Debit
2818;2007.08;61385922;Debit
2819;2007.09;59571996;Debit
2820;2007.10;61791295;Debit
2821;2007.11;62965734;Debit
2822;2007.12;69232315;Debit
2823;2008.01;61188929;Debit
2824;2008.02;59924903;Debit
2825;2008.03;63485992;Debit
2826;2008.04;62421072;Debit
2827;2008.05;65423121;Debit
2828;2008.06;60242608;Debit
2829;2008.07;63894742;Debit
2830;2008.08;64669902;Debit
2831;2008.09;63355396;Debit
2832;2008.10;68293561;Debit
2833;2008.11;66264162;Debit
2834;2008.12;73162548;Debit
2835;2009.01;65708737;Debit
2836;2009.02;61052301;Debit
2837;2009.03;67939544;Debit
2838;2009.04;66723892;Debit
2839;2009.05;69914584;Debit
2840;2009.06;65620643;Debit
2841;2009.07;69788051;Debit
2842;2009.08;69443618;Debit
2843;2009.09;68833802;Debit
2844;2009.10;72375958;Debit
2845;2009.11;69919855;Debit
2846;2009.12;78508135;Debit
2847;2010.01;69594189;Debit
2848;2010.02;65828359;Debit
2849;2010.03;73988996;Debit
2850;2010.04;71242376;Debit
2851;2010.05;73016673;Debit
2852;2010.06;70113834;Debit
2853;2010.07;74967520;Debit
2854;2010.08;72709343;Debit
2855;2010.09;72897773;Debit
2856;2010.10;77485131;Debit
2857;2010.11;75811336;Debit
2858;2010.12;84507231;Debit
2859;2011.01;73493637;Debit
2860;2011.02;69604706;Debit
2861;2011.03;78795346;Debit
2862;2011.04;76179199;Debit
2863;2011.05;76817799;Debit
2864;2011.06;75068138;Debit
2865;2011.07;78706650;Debit
2866;2011.08;77537097;Debit
2867;2011.09;77484630;Debit
2868;2011.10;80341832;Debit
2869;2011.11;79205234;Debit
2870;2011.12;87646297;Debit
2871;2012.01;76121872;Debit
2872;2012.02;75550260;Debit
2873;2012.03;83384454;Debit
2874;2012.04;77336334;Debit
2875;2012.05;81990124;Debit
2876;2012.06;78671489;Debit
2877;2012.07;80671940;Debit
2878;2012.08;82992517;Debit
2879;2012.09;80132433;Debit
2880;2012.10;83311019;Debit
2881;2012.11;84278288;Debit
2882;2012.12;91036315;Debit
2883;2013.01;81165418;Debit
2884;2013.02;76421221;Debit
2885;2013.03;85367696;Debit
2886;2013.04;81579498;Debit
2887;2013.05;85917826;Debit
2888;2013.06;81426424;Debit
2889;2013.07;85096408;Debit
2890;2013.08;86638373;Debit
2891;2013.09;82433565;Debit
2892;2013.10;88090823;Debit
2893;2013.11;87823000;Debit
2894;2013.12;94087533;Debit
2895;2014.01;84063475;Debit
2896;2014.02;80131375;Debit
2897;2014.03;88985843;Debit
2898;2014.04;84978983;Debit
2899;2014.05;91188351;Debit
2900;2014.06;84461538;Debit
2901;2014.07;88514440;Debit
2902;2014.08;88818680;Debit
2903;2014.09;85621766;Debit
2904;2014.10;91632531;Debit
2905;2014.11;89349950;Debit
2906;2014.12;97179372;Debit
2907;2015.01;88269780;Debit
2908;2015.02;82347136;Debit
2909;2015.03;91411391;Debit
2910;2015.04;87184554;Debit
2911;2015.05;91947346;Debit
2912;2015.06;86376061;Debit
2913;2015.07;91119610;Debit
2914;2015.08;89516505;Debit
2915;2015.09;88018905;Debit
2916;2015.10;93283027;Debit
2917;2015.11;90252156;Debit
2918;2015.12;99960240;Debit
2919;2016.01;87923024;Debit
2920;2016.02;85415566;Debit
2921;2016.03;92711553;Debit
2922;2016.04;91201380;Debit
2923;2016.05;90647662;Debit
2924;2016.06;88802637;Debit
2925;2016.07;92265012;Debit
2926;2016.08;89171935;Debit
2927;2016.09;88631282;Debit
2928;2016.10;92585351;Debit
2929;2016.11;91414929;Debit
2930;2016.12;99444698;Debit
2931;2017.01;85668909;Debit
2932;2017.02;82188055;Debit
2933;2017.03;92246872;Debit
2934;2017.04;86036641;Debit
2935;2017.05;89999581;Debit
2936;2017.06;86706503;Debit
2937;2017.07;87190610;Debit
2938;2017.08;88603537;Debit
2939;2017.09;87120790;Debit
2940;2017.10;89768242;Debit
2941;2017.11;91664200;Debit
2942;2017.12;97203927;Debit
2943;2018.01;84921048;Debit
2944;2018.02;80317808;Debit
2945;2018.03;90879639;Debit
2946;2018.04;83648602;Debit
2947;2018.05;88560347;Debit
2948;2018.06;85014535;Debit
2949;2018.07;86175747;Debit
2950;2018.08;88177232;Debit
2951;2018.09;84993473;Debit
2952;2018.10;88783051;Debit
2953;2018.11;88485008;Debit
2954;2018.12;94102458;Debit
2955;2019.01;84396662;Debit
2956;2019.02;80050541;Debit
2957;2019.03;89499784;Debit
2958;2019.04;83196381;Debit
2959;2019.05;88496225;Debit
2960;2019.06;83030700;Debit
2961;2019.07;85781923;Debit
2962;2019.08;87207398;Debit
2963;2019.09;83300098;Debit
2964;2019.10;89156916;Debit
2965;2019.11;88959908;Debit
2966;2019.12;92576249;Debit
2967;2020.01;83976370;Debit
2968;2020.02;84570255;Debit
2969;2020.03;71623452;Debit
2970;2020.04;19547555;Debit
2971;2020.05;48209270;Debit
2972;2020.06;64227827;Debit
2973;2020.07;73503517;Debit
2974;2020.08;65076647;Debit
2975;2020.09;67172166;Debit
2976;2020.10;73869769;Debit
2977;2020.11;71667137;Debit
2978;2020.12;78564548;Debit
2979;2021.01;69748979;Debit
2980;2021.02;64257556;Debit
2981;2021.03;69647888;Debit
2982;2021.04;69002780;Debit
2983;2021.05;71019255;Debit
2984;2021.06;68269970;Debit
2985;2021.07;71073432;Debit
2986;2021.08;47041306;Debit
2987;2021.09;43296045;Debit
2988;2021.10;54008447;Debit
2989;2021.11;56990598;Debit
2990;2021.12;64193551;Debit
2991;2022.01;57749512;Debit
2992;2022.02;51566508;Debit
2993;2022.03;55533769;Debit
2994;2022.04;56458157;Debit
2995;2022.05;58471249;Debit
2996;2022.06;56742853;Debit
2997;2022.07;58159216;Debit
2998;2022.08;59245522;Debit
2999;2022.09;59640389;Debit
3000;2022.10;61800098;Debit
3001;2022.11;61460799;Debit
3002;2022.12;65643500;Debit
3003;2000.01;;Credit card usage as a proportion of total ECT value
3004;2000.02;;Credit card usage as a proportion of total ECT value
3005;2000.03;;Credit card usage as a proportion of total ECT value
3006;2000.04;;Credit card usage as a proportion of total ECT value
3007;2000.05;;Credit card usage as a proportion of total ECT value
3008;2000.06;;Credit card usage as a proportion of total ECT value
3009;2000.07;;Credit card usage as a proportion of total ECT value
3010;2000.08;;Credit card usage as a proportion of total ECT value
3011;2000.09;;Credit card usage as a proportion of total ECT value
3012;2000.10;;Credit card usage as a proportion of total ECT value
3013;2000.11;;Credit card usage as a proportion of total ECT value
3014;2000.12;;Credit card usage as a proportion of total ECT value
3015;2001.01;;Credit card usage as a proportion of total ECT value
3016;2001.02;;Credit card usage as a proportion of total ECT value
3017;2001.03;;Credit card usage as a proportion of total ECT value
3018;2001.04;;Credit card usage as a proportion of total ECT value
3019;2001.05;;Credit card usage as a proportion of total ECT value
3020;2001.06;;Credit card usage as a proportion of total ECT value
3021;2001.07;;Credit card usage as a proportion of total ECT value
3022;2001.08;;Credit card usage as a proportion of total ECT value
3023;2001.09;;Credit card usage as a proportion of total ECT value
3024;2001.10;;Credit card usage as a proportion of total ECT value
3025;2001.11;;Credit card usage as a proportion of total ECT value
3026;2001.12;;Credit card usage as a proportion of total ECT value
3027;2002.01;;Credit card usage as a proportion of total ECT value
3028;2002.02;;Credit card usage as a proportion of total ECT value
3029;2002.03;;Credit card usage as a proportion of total ECT value
3030;2002.04;;Credit card usage as a proportion of total ECT value
3031;2002.05;;Credit card usage as a proportion of total ECT value
3032;2002.06;;Credit card usage as a proportion of total ECT value
3033;2002.07;;Credit card usage as a proportion of total ECT value
3034;2002.08;;Credit card usage as a proportion of total ECT value
3035;2002.09;;Credit card usage as a proportion of total ECT value
3036;2002.10;42.7;Credit card usage as a proportion of total ECT value
3037;2002.11;44.8;Credit card usage as a proportion of total ECT value
3038;2002.12;45.4;Credit card usage as a proportion of total ECT value
3039;2003.01;44.8;Credit card usage as a proportion of total ECT value
3040;2003.02;45.9;Credit card usage as a proportion of total ECT value
3041;2003.03;45.1;Credit card usage as a proportion of total ECT value
3042;2003.04;43.4;Credit card usage as a proportion of total ECT value
3043;2003.05;42.5;Credit card usage as a proportion of total ECT value
3044;2003.06;42.4;Credit card usage as a proportion of total ECT value
3045;2003.07;43;Credit card usage as a proportion of total ECT value
3046;2003.08;42.5;Credit card usage as a proportion of total ECT value
3047;2003.09;43.1;Credit card usage as a proportion of total ECT value
3048;2003.10;43.4;Credit card usage as a proportion of total ECT value
3049;2003.11;45.1;Credit card usage as a proportion of total ECT value
3050;2003.12;45.9;Credit card usage as a proportion of total ECT value
3051;2004.01;45.3;Credit card usage as a proportion of total ECT value
3052;2004.02;46.3;Credit card usage as a proportion of total ECT value
3053;2004.03;46.5;Credit card usage as a proportion of total ECT value
3054;2004.04;44.7;Credit card usage as a proportion of total ECT value
3055;2004.05;44.2;Credit card usage as a proportion of total ECT value
3056;2004.06;44;Credit card usage as a proportion of total ECT value
3057;2004.07;44.2;Credit card usage as a proportion of total ECT value
3058;2004.08;44.5;Credit card usage as a proportion of total ECT value
3059;2004.09;44.4;Credit card usage as a proportion of total ECT value
3060;2004.10;45;Credit card usage as a proportion of total ECT value
3061;2004.11;46.6;Credit card usage as a proportion of total ECT value
3062;2004.12;46.2;Credit card usage as a proportion of total ECT value
3063;2005.01;45.8;Credit card usage as a proportion of total ECT value
3064;2005.02;47.3;Credit card usage as a proportion of total ECT value
3065;2005.03;46.7;Credit card usage as a proportion of total ECT value
3066;2005.04;45.1;Credit card usage as a proportion of total ECT value
3067;2005.05;44.5;Credit card usage as a proportion of total ECT value
3068;2005.06;44.2;Credit card usage as a proportion of total ECT value
3069;2005.07;44.8;Credit card usage as a proportion of total ECT value
3070;2005.08;44.8;Credit card usage as a proportion of total ECT value
3071;2005.09;44.7;Credit card usage as a proportion of total ECT value
3072;2005.10;45.1;Credit card usage as a proportion of total ECT value
3073;2005.11;46.4;Credit card usage as a proportion of total ECT value
3074;2005.12;46.2;Credit card usage as a proportion of total ECT value
3075;2006.01;46.2;Credit card usage as a proportion of total ECT value
3076;2006.02;47.6;Credit card usage as a proportion of total ECT value
3077;2006.03;47.3;Credit card usage as a proportion of total ECT value
3078;2006.04;45.3;Credit card usage as a proportion of total ECT value
3079;2006.05;45.4;Credit card usage as a proportion of total ECT value
3080;2006.06;44.6;Credit card usage as a proportion of total ECT value
3081;2006.07;45.1;Credit card usage as a proportion of total ECT value
3082;2006.08;45.1;Credit card usage as a proportion of total ECT value
3083;2006.09;44.8;Credit card usage as a proportion of total ECT value
3084;2006.10;45.6;Credit card usage as a proportion of total ECT value
3085;2006.11;46.7;Credit card usage as a proportion of total ECT value
3086;2006.12;46.3;Credit card usage as a proportion of total ECT value
3087;2007.01;46.2;Credit card usage as a proportion of total ECT value
3088;2007.02;47.2;Credit card usage as a proportion of total ECT value
3089;2007.03;46.9;Credit card usage as a proportion of total ECT value
3090;2007.04;44.9;Credit card usage as a proportion of total ECT value
3091;2007.05;44.5;Credit card usage as a proportion of total ECT value
3092;2007.06;44.1;Credit card usage as a proportion of total ECT value
3093;2007.07;44.9;Credit card usage as a proportion of total ECT value
3094;2007.08;44.4;Credit card usage as a proportion of total ECT value
3095;2007.09;44.7;Credit card usage as a proportion of total ECT value
3096;2007.10;45.3;Credit card usage as a proportion of total ECT value
3097;2007.11;46.7;Credit card usage as a proportion of total ECT value
3098;2007.12;46.3;Credit card usage as a proportion of total ECT value
3099;2008.01;46.1;Credit card usage as a proportion of total ECT value
3100;2008.02;47.2;Credit card usage as a proportion of total ECT value
3101;2008.03;46.6;Credit card usage as a proportion of total ECT value
3102;2008.04;45.5;Credit card usage as a proportion of total ECT value
3103;2008.05;44.6;Credit card usage as a proportion of total ECT value
3104;2008.06;44.8;Credit card usage as a proportion of total ECT value
3105;2008.07;45.1;Credit card usage as a proportion of total ECT value
3106;2008.08;44.3;Credit card usage as a proportion of total ECT value
3107;2008.09;44.8;Credit card usage as a proportion of total ECT value
3108;2008.10;44.2;Credit card usage as a proportion of total ECT value
3109;2008.11;44.9;Credit card usage as a proportion of total ECT value
3110;2008.12;44.9;Credit card usage as a proportion of total ECT value
3111;2009.01;43.9;Credit card usage as a proportion of total ECT value
3112;2009.02;45.3;Credit card usage as a proportion of total ECT value
3113;2009.03;45;Credit card usage as a proportion of total ECT value
3114;2009.04;42.9;Credit card usage as a proportion of total ECT value
3115;2009.05;42;Credit card usage as a proportion of total ECT value
3116;2009.06;42.4;Credit card usage as a proportion of total ECT value
3117;2009.07;42.6;Credit card usage as a proportion of total ECT value
3118;2009.08;42.1;Credit card usage as a proportion of total ECT value
3119;2009.09;42.6;Credit card usage as a proportion of total ECT value
3120;2009.10;42.6;Credit card usage as a proportion of total ECT value
3121;2009.11;44.1;Credit card usage as a proportion of total ECT value
3122;2009.12;44;Credit card usage as a proportion of total ECT value
3123;2010.01;43.1;Credit card usage as a proportion of total ECT value
3124;2010.02;44.3;Credit card usage as a proportion of total ECT value
3125;2010.03;44.2;Credit card usage as a proportion of total ECT value
3126;2010.04;42.3;Credit card usage as a proportion of total ECT value
3127;2010.05;41.9;Credit card usage as a proportion of total ECT value
3128;2010.06;41.9;Credit card usage as a proportion of total ECT value
3129;2010.07;41.6;Credit card usage as a proportion of total ECT value
3130;2010.08;41.7;Credit card usage as a proportion of total ECT value
3131;2010.09;42.1;Credit card usage as a proportion of total ECT value
3132;2010.10;41.3;Credit card usage as a proportion of total ECT value
3133;2010.11;43.4;Credit card usage as a proportion of total ECT value
3134;2010.12;43.1;Credit card usage as a proportion of total ECT value
3135;2011.01;42.6;Credit card usage as a proportion of total ECT value
3136;2011.02;43.8;Credit card usage as a proportion of total ECT value
3137;2011.03;42.8;Credit card usage as a proportion of total ECT value
3138;2011.04;41.4;Credit card usage as a proportion of total ECT value
3139;2011.05;41.4;Credit card usage as a proportion of total ECT value
3140;2011.06;40.9;Credit card usage as a proportion of total ECT value
3141;2011.07;41.2;Credit card usage as a proportion of total ECT value
3142;2011.08;41.1;Credit card usage as a proportion of total ECT value
3143;2011.09;41.7;Credit card usage as a proportion of total ECT value
3144;2011.10;42.1;Credit card usage as a proportion of total ECT value
3145;2011.11;43.4;Credit card usage as a proportion of total ECT value
3146;2011.12;43.2;Credit card usage as a proportion of total ECT value
3147;2012.01;42.9;Credit card usage as a proportion of total ECT value
3148;2012.02;43.4;Credit card usage as a proportion of total ECT value
3149;2012.03;42.8;Credit card usage as a proportion of total ECT value
3150;2012.04;41.5;Credit card usage as a proportion of total ECT value
3151;2012.05;41.2;Credit card usage as a proportion of total ECT value
3152;2012.06;40.9;Credit card usage as a proportion of total ECT value
3153;2012.07;41.2;Credit card usage as a proportion of total ECT value
3154;2012.08;41;Credit card usage as a proportion of total ECT value
3155;2012.09;41.6;Credit card usage as a proportion of total ECT value
3156;2012.10;42.1;Credit card usage as a proportion of total ECT value
3157;2012.11;43.1;Credit card usage as a proportion of total ECT value
3158;2012.12;43.2;Credit card usage as a proportion of total ECT value
3159;2013.01;42.6;Credit card usage as a proportion of total ECT value
3160;2013.02;43.6;Credit card usage as a proportion of total ECT value
3161;2013.03;42.9;Credit card usage as a proportion of total ECT value
3162;2013.04;42.5;Credit card usage as a proportion of total ECT value
3163;2013.05;41.8;Credit card usage as a proportion of total ECT value
3164;2013.06;41.8;Credit card usage as a proportion of total ECT value
3165;2013.07;42.4;Credit card usage as a proportion of total ECT value
3166;2013.08;41.9;Credit card usage as a proportion of total ECT value
3167;2013.09;42.5;Credit card usage as a proportion of total ECT value
3168;2013.10;42.9;Credit card usage as a proportion of total ECT value
3169;2013.11;43.9;Credit card usage as a proportion of total ECT value
3170;2013.12;44.3;Credit card usage as a proportion of total ECT value
3171;2014.01;44;Credit card usage as a proportion of total ECT value
3172;2014.02;44.6;Credit card usage as a proportion of total ECT value
3173;2014.03;44;Credit card usage as a proportion of total ECT value
3174;2014.04;42.9;Credit card usage as a proportion of total ECT value
3175;2014.05;42.2;Credit card usage as a proportion of total ECT value
3176;2014.06;42.6;Credit card usage as a proportion of total ECT value
3177;2014.07;42.7;Credit card usage as a proportion of total ECT value
3178;2014.08;42.3;Credit card usage as a proportion of total ECT value
3179;2014.09;43.3;Credit card usage as a proportion of total ECT value
3180;2014.10;43.6;Credit card usage as a proportion of total ECT value
3181;2014.11;44.7;Credit card usage as a proportion of total ECT value
3182;2014.12;44.9;Credit card usage as a proportion of total ECT value
3183;2015.01;44.3;Credit card usage as a proportion of total ECT value
3184;2015.02;45.4;Credit card usage as a proportion of total ECT value
3185;2015.03;45.1;Credit card usage as a proportion of total ECT value
3186;2015.04;43.5;Credit card usage as a proportion of total ECT value
3187;2015.05;43.5;Credit card usage as a proportion of total ECT value
3188;2015.06;44.2;Credit card usage as a proportion of total ECT value
3189;2015.07;44.3;Credit card usage as a proportion of total ECT value
3190;2015.08;44.2;Credit card usage as a proportion of total ECT value
3191;2015.09;44.8;Credit card usage as a proportion of total ECT value
3192;2015.10;45.1;Credit card usage as a proportion of total ECT value
3193;2015.11;46.6;Credit card usage as a proportion of total ECT value
3194;2015.12;46.5;Credit card usage as a proportion of total ECT value
3195;2016.01;46.5;Credit card usage as a proportion of total ECT value
3196;2016.02;47.2;Credit card usage as a proportion of total ECT value
3197;2016.03;46.8;Credit card usage as a proportion of total ECT value
3198;2016.04;45.7;Credit card usage as a proportion of total ECT value
3199;2016.05;45.8;Credit card usage as a proportion of total ECT value
3200;2016.06;45.6;Credit card usage as a proportion of total ECT value
3201;2016.07;45.9;Credit card usage as a proportion of total ECT value
3202;2016.08;46.3;Credit card usage as a proportion of total ECT value
3203;2016.09;47;Credit card usage as a proportion of total ECT value
3204;2016.10;47.5;Credit card usage as a proportion of total ECT value
3205;2016.11;48.6;Credit card usage as a proportion of total ECT value
3206;2016.12;48.9;Credit card usage as a proportion of total ECT value
3207;2017.01;51.6;Credit card usage as a proportion of total ECT value
3208;2017.02;52;Credit card usage as a proportion of total ECT value
3209;2017.03;51.9;Credit card usage as a proportion of total ECT value
3210;2017.04;50.7;Credit card usage as a proportion of total ECT value
3211;2017.05;50.6;Credit card usage as a proportion of total ECT value
3212;2017.06;50.7;Credit card usage as a proportion of total ECT value
3213;2017.07;51.1;Credit card usage as a proportion of total ECT value
3214;2017.08;51.2;Credit card usage as a proportion of total ECT value
3215;2017.09;51.5;Credit card usage as a proportion of total ECT value
3216;2017.10;52.3;Credit card usage as a proportion of total ECT value
3217;2017.11;53.3;Credit card usage as a proportion of total ECT value
3218;2017.12;53.4;Credit card usage as a proportion of total ECT value
3219;2018.01;54.7;Credit card usage as a proportion of total ECT value
3220;2018.02;55.3;Credit card usage as a proportion of total ECT value
3221;2018.03;54.7;Credit card usage as a proportion of total ECT value
3222;2018.04;54;Credit card usage as a proportion of total ECT value
3223;2018.05;53.5;Credit card usage as a proportion of total ECT value
3224;2018.06;53.5;Credit card usage as a proportion of total ECT value
3225;2018.07;53.9;Credit card usage as a proportion of total ECT value
3226;2018.08;53.9;Credit card usage as a proportion of total ECT value
3227;2018.09;54.5;Credit card usage as a proportion of total ECT value
3228;2018.10;55.3;Credit card usage as a proportion of total ECT value
3229;2018.11;56;Credit card usage as a proportion of total ECT value
3230;2018.12;55.6;Credit card usage as a proportion of total ECT value
3231;2019.01;56.4;Credit card usage as a proportion of total ECT value
3232;2019.02;56.8;Credit card usage as a proportion of total ECT value
3233;2019.03;56.3;Credit card usage as a proportion of total ECT value
3234;2019.04;55.6;Credit card usage as a proportion of total ECT value
3235;2019.05;54.8;Credit card usage as a proportion of total ECT value
3236;2019.06;55.1;Credit card usage as a proportion of total ECT value
3237;2019.07;55;Credit card usage as a proportion of total ECT value
3238;2019.08;54.8;Credit card usage as a proportion of total ECT value
3239;2019.09;55.6;Credit card usage as a proportion of total ECT value
3240;2019.10;55.7;Credit card usage as a proportion of total ECT value
3241;2019.11;56.8;Credit card usage as a proportion of total ECT value
3242;2019.12;56.6;Credit card usage as a proportion of total ECT value
3243;2020.01;57.3;Credit card usage as a proportion of total ECT value
3244;2020.02;57.1;Credit card usage as a proportion of total ECT value
3245;2020.03;57.9;Credit card usage as a proportion of total ECT value
3246;2020.04;68.5;Credit card usage as a proportion of total ECT value
3247;2020.05;64;Credit card usage as a proportion of total ECT value
3248;2020.06;61.1;Credit card usage as a proportion of total ECT value
3249;2020.07;59.8;Credit card usage as a proportion of total ECT value
3250;2020.08;61.3;Credit card usage as a proportion of total ECT value
3251;2020.09;61.3;Credit card usage as a proportion of total ECT value
3252;2020.10;61.3;Credit card usage as a proportion of total ECT value
3253;2020.11;61.7;Credit card usage as a proportion of total ECT value
3254;2020.12;61.3;Credit card usage as a proportion of total ECT value
3255;2021.01;61.3;Credit card usage as a proportion of total ECT value
3256;2021.02;61.4;Credit card usage as a proportion of total ECT value
3257;2021.03;62.1;Credit card usage as a proportion of total ECT value
3258;2021.04;61.7;Credit card usage as a proportion of total ECT value
3259;2021.05;62;Credit card usage as a proportion of total ECT value
3260;2021.06;62.4;Credit card usage as a proportion of total ECT value
3261;2021.07;63.1;Credit card usage as a proportion of total ECT value
3262;2021.08;66;Credit card usage as a proportion of total ECT value
3263;2021.09;67.2;Credit card usage as a proportion of total ECT value
3264;2021.10;66.9;Credit card usage as a proportion of total ECT value
3265;2021.11;67;Credit card usage as a proportion of total ECT value
3266;2021.12;66.2;Credit card usage as a proportion of total ECT value
3267;2022.01;66.2;Credit card usage as a proportion of total ECT value
3268;2022.02;65.9;Credit card usage as a proportion of total ECT value
3269;2022.03;66.6;Credit card usage as a proportion of total ECT value
3270;2022.04;66.2;Credit card usage as a proportion of total ECT value
3271;2022.05;66.6;Credit card usage as a proportion of total ECT value
3272;2022.06;66.7;Credit card usage as a proportion of total ECT value
3273;2022.07;66.9;Credit card usage as a proportion of total ECT value
3274;2022.08;66.6;Credit card usage as a proportion of total ECT value
3275;2022.09;66.9;Credit card usage as a proportion of total ECT value
3276;2022.10;67.1;Credit card usage as a proportion of total ECT value
3277;2022.11;67.5;Credit card usage as a proportion of total ECT value
3278;2022.12;67.3;Credit card usage as a proportion of total ECT value
3279;2000.01;;Debit card usage as a proportion of total ECT value
3280;2000.02;;Debit card usage as a proportion of total ECT value
3281;2000.03;;Debit card usage as a proportion of total ECT value
3282;2000.04;;Debit card usage as a proportion of total ECT value
3283;2000.05;;Debit card usage as a proportion of total ECT value
3284;2000.06;;Debit card usage as a proportion of total ECT value
3285;2000.07;;Debit card usage as a proportion of total ECT value
3286;2000.08;;Debit card usage as a proportion of total ECT value
3287;2000.09;;Debit card usage as a proportion of total ECT value
3288;2000.10;;Debit card usage as a proportion of total ECT value
3289;2000.11;;Debit card usage as a proportion of total ECT value
3290;2000.12;;Debit card usage as a proportion of total ECT value
3291;2001.01;;Debit card usage as a proportion of total ECT value
3292;2001.02;;Debit card usage as a proportion of total ECT value
3293;2001.03;;Debit card usage as a proportion of total ECT value
3294;2001.04;;Debit card usage as a proportion of total ECT value
3295;2001.05;;Debit card usage as a proportion of total ECT value
3296;2001.06;;Debit card usage as a proportion of total ECT value
3297;2001.07;;Debit card usage as a proportion of total ECT value
3298;2001.08;;Debit card usage as a proportion of total ECT value
3299;2001.09;;Debit card usage as a proportion of total ECT value
3300;2001.10;;Debit card usage as a proportion of total ECT value
3301;2001.11;;Debit card usage as a proportion of total ECT value
3302;2001.12;;Debit card usage as a proportion of total ECT value
3303;2002.01;;Debit card usage as a proportion of total ECT value
